provider,provider_hotel_id,name,address,city,country,country_code,latitude,longitude,stars
expedia,113905933,HOO - DOO MOTEL,703 Alberta 9,Drumheller,Canada,CA,51.45706,-112.700809,2
tripcom,841760,Youyou Holiday Hotel Nanxun,No. 31 Wanshun Road,Хучжоу,China,CN,30.878257,120.421345,2
dida,363368,Youyou Holiday Hotel Nanxun,No. 31 Wanshun Road,Huzhou,China,CN,30.872601,120.414737,2
expedia,13490509,Tulamben Wreck Divers,"Jl. Raya Singaraja, Tulamben",Tulamben,Indonesia,ID,-8.276775,115.591879,3
tripcom,685877,Tulamben Wreck Divers,Jl. Raya,Бали,Indonesia,ID,-8.277229,115.591867,3
webbeds,2783265,Tulamben Wreck Divers,Jl. Raya Singaraja Tulamben,BALI,INDONESIA,ID,-8.27678,115.591881,3
dida,210515,Tulamben Wreck Divers,"Jl. Raya Singaraja, Tulamben",Bali,Indonesia,ID,-8.276775,115.591879,3
expedia,44098860,OYO 89590 Hotel Foong Inn,"No 38, Jalan Cemerlang 2, Pusat Perdagangan Banting",Banting,Malaysia,MY,2.813988,101.508516,2
dida,451917,OYO 89590 Hotel Foong Inn,"No 38, Jalan Cemerlang 2, Pusat Perdagangan Banting",Banting,Malaysia,MY,2.813988,101.508516,2
expedia,10389117,Mint House 70 Pine by Kasa,70 Pine Street,New York,United States,US,40.70649,-74.007744,4
webbeds,1756968,Mint House 70 Pine by Kasa,70 Pine Street,NEW YORK - NY,UNITED STATES OF AMERICA,US,40.706505,-74.007774,4
dida,190377,Mint House 70 Pine by Kasa,70 Pine Street,New York (and vicinity),Usa,US,40.70649,-74.007744,4
expedia,12298774,Private Villas of Bali,"Gapura Vista Residences, Bukit Pandawa, Jl. Pura Melang Kelod, Banjar Pantigiri",Kutuh,Indonesia,ID,-8.841572,115.189296,4.5
tripcom,2889930,Private Villas of Bali,"Gapura Vista Residences, Bukit Pandawa, Jalan Pura Melang Kelod, Banjar Pantigiri - Desa Kutuh",Бали,Indonesia,ID,-8.8404,115.189121,5
webbeds,2203715,PRIVATE VILLAS OF BALI,Gapura Vista Residences Bukit Pandawa Jalan Pura Melang Kelod Banjar Pantigiri Desa Kutuh Nusa Dua,BALI,INDONESIA,ID,-8.8404,115.186935,5
dida,473781,Private Villas of Bali,"Gapura Vista Residences, Bukit Pandawa, Jl. Pura Melang Kelod, Banjar Pantigiri",Bali,Indonesia,ID,-8.841572,115.189296,4.5
expedia,1807460,Harbor Self Buriti Suites Hotel,Rua Antonio Maria Coelho 2301,Campo Grande,Brazil,BR,-20.45557,-54.608129,3
webbeds,1153788,HARBOR SELF BURITI SUITES HOTEL,Rua Antonio Maria Coelho 2301 ;,CAMPO GRANDE,BRAZIL,BR,-20.455627,-54.608078,3
dida,108129,Harbor Self Buriti Suites Hotel,Rua Antonio Maria Coelho 2301,Campo Grande,Brazil,BR,-20.45557,-54.608129,3
expedia,19179178,Gasthof National,Weissensteinstrasse 28,Langendorf,Switzerland,CH,47.22202,7.51508,3
dida,1631125,Gasthof National,Weissensteinstrasse 28,Langendorf,Switzerland,CH,47.22202,7.51508,3
expedia,14981,Crowne Plaza Phoenix - Chandler Golf Resort by IHG,1 San Marcos Pl,Chandler,United States,US,33.304068,-111.842596,3.5
tripcom,2254179,Crowne Plaza Resort PHOENIX - CHANDLER GOLF RESORT by IHG,One N San Marcos Pl,Чендлер,United States,US,33.304062,-111.842609,4
paximum,404726,Crowne Plaza Resort San Marcos Golf Resort,1 San Marcos Place 85225 Chandler Arizona,Chandler,USA,US,33.30406,-111.8426,4
webbeds,362345,Crowne Plaza Phoenix Chandler Golf Resort,1 North San Marcos Place,CHANDLER - AZ,UNITED STATES OF AMERICA,US,33.3041,-111.842506,4
dida,15716,Crowne Plaza Phoenix - Chandler Golf Resort by IHG,1 San Marcos Pl,Phoenix (and vicinity),Usa,US,33.304068,-111.842596,3.5
expedia,11447090,Kindness Hotel -Taitung,"No.16, Ln. 209, Sec. 1, Zhongxing Rd.",Taitung,Taiwan,TW,22.767527,121.142029,3
tripcom,946698,Kindness Hotel(Taitung Branch),"16 Lane 209, Section 1 of Chung Hsing Road (Zhongxing Lu)",Тайдун,China,CN,22.770753,121.152401,3
webbeds,1784318,KINDNESS HOTEL TAITUNG,"No.16, Ln. 209, Sec. 1, Zhongxing Rd. ;",TAITUNG,TAIWAN,TW,22.767525,121.142029,3
dida,169158,Kindness Hotel(Taitung Branch),"16 Lane 209, Section 1 of Chung Hsing Road (Zhongxing Lu)",Taitung County,Taiwan,TW,22.767719268798828,121.14189910888672,3
expedia,13209580,Stagecoach 66 Motel by Capital O,21455 W I-40 Business Loop,Seligman,United States,US,35.323801,-112.857199,2.5
webbeds,5980385,OYO Stagecoach 66 Motel,"21455, W Interstate 40 Business Loop Exit 123",WILLIAMS - AZ,UNITED STATES OF AMERICA,US,35.323372,-112.857765,2
dida,1384444,Stagecoach 66 Motel by Capital O,21455 W I-40 Business Loop,Seligman,Usa,US,35.323801,-112.857199,2.5
expedia,1352731,Van der Valk Hotel Assen,Balkenweg 1,Assen,Netherlands,NL,52.992749,6.52327,4.5
tripcom,3794784,Van der Valk Hotel Assen,Balkenweg 1,Асен,Netherlands,NL,52.992382,6.523852,4
paximum,389062,Van der Valk Assen,Balkenweg 1 9405 CC Assen,Assen,Netherlands,NL,52.99279,6.523105,4
webbeds,2907195,Van Der Valk Hotel Assen,Balkenweg 19405 Cc Assen Netherlands,ASSEN,NETHERLANDS,NL,52.99242,6.523859,4
dida,318385,Van der Valk Hotel Assen,Balkenweg 1,Assen,Netherlands,NL,52.992749,6.52327,4.5
expedia,11768265,Viroth's Hotel,"Street 24, Wat Bo Village",Siem Reap,Cambodia,KH,13.354835,103.859789,5
tripcom,2510356,Viroth's Hotel,"Old Market area Street 24, Wat Bo village Krong",Сием-Рип,Cambodia,KH,13.35488,103.85986,5
webbeds,1800958,VIROTH APOS S HOTEL,"Street 24, Wat Bo Village ;",SIEM REAP,CAMBODIA,KH,13.35476,103.859787,5
dida,191049,Viroth's Hotel,"Street 24, Wat Bo Village",Siem Reap,Cambodia,KH,13.354835,103.859789,5
expedia,2538282,B&B Magnifico Messere,Via Roma 1,Florence,Italy,IT,43.772402,11.254434,
paximum,380500,Magnifico Messere - B&B,Via Roma 1 50123 Firenze,Florenz,Italy,IT,43.77266,11.25447,
webbeds,3012715,B&B Magnifico Messere,Via Roma 1. . 50123. Florence. . IT,FLORENCE,ITALY,IT,43.7724,11.25443,3
dida,148376,B&B Magnifico Messere,Via Roma 1,Florence,Italy,IT,43.772402,11.254434,3
expedia,2685210,Hotel Thoumieux,79 Rue Saint-Dominique,Paris,France,FR,48.85972,2.30862,4
paximum,258537,Thoumieux,79 Rue Saint-Dominique 75007 Paris Ille de France,Paris,France,FR,48.85975,2.308599,3
webbeds,1678448,Hotel Thoumieux,79 Rue Saint-Dominique,PARIS,Франция,FR,48.859756,2.308649,4
dida,8490,Hotel Thoumieux,79 Rue Saint-Dominique,Paris (and vicinity),France,FR,48.85972,2.30862,4
expedia,7672782,Best Western Plus Fox Creek,313-1st Avenue,Fox Creek,Canada,CA,54.390129,-116.790896,2.5
tripcom,2333584,Best Western Plus Fox Creek,313 1 Ave,Фокс Крик,Canada,CA,54.390152,-116.790942,3
paximum,141968,Best Western Fox Creek,,Fox Creek,Canada,CA,,,
webbeds,990545,Best Western Plus Fox Creek,311-1st Avenue,FOX CREEK - ALBERTA,CANADA,CA,54.390114,-116.790894,3
dida,157277,Best Western Plus Fox Creek,313-1st Avenue,Fox Creek,Canada,CA,54.390129,-116.790896,2.5
expedia,1677632,Coachman's Inn Warwick,91 Wood Street,Warwick,Australia,AU,-28.218807,152.022033,4
paximum,127023,Coachman S Inn Warwick,,Warwick,Australia,AU,-28.21893,152.0224,4
webbeds,2091625,COACHMAN S INN WARWICK,"91 Wood Street, 4370 Warwick, Australia",WARWICK - QLD,AUSTRALIA,AU,-28.21866,152.022171,4
dida,253742,Coachman's Inn Warwick,91 Wood Street,Warwick,Australia,AU,-28.218807,152.022033,4
expedia,17070733,Stadthaus Gut Hügle,Obere Breite Str. 39,Ravensburg,Germany,DE,47.78416,9.61211,
dida,1527492,Stadthaus Gut Hügle,Obere Breite Str. 39,Ravensburg,Germany,DE,47.78416,9.61211,3
expedia,35776899,Apartments San Francesco,M. Garbin 9,Rovinj,Croatia,HR,45.083424,13.638853,3
expedia,5538724,Hotel Coco Grand Kitasenju,"3-40-2 Kitasenju, Adachi-ku",Tokyo,Japan,JP,35.751243,139.803025,3
tripcom,1458382,Hotel Coco Grand Kitasenju,"Senju, 3 Chome−40−2 ホテルココ・グラン １",Токио,Japan,JP,35.751261,139.802993,3
webbeds,1171228,COCO GRAND KITASENJU,3-40-2 Kitasenju ; Adachi-ku,TOKYO,JAPAN,JP,35.75119,139.803131,3
dida,116453,Hotel Coco Grand Kitasenju,"3-40-2 Kitasenju, Adachi-ku",Tokyo (and vicinity),Japan,JP,35.751243,139.803025,3
expedia,4863823,Scandic Tampere Station,Ratapihankatu 37,Tampere,Finland,FI,61.49939,23.7747,4
tripcom,2564504,Scandic Tampere Station,Ratapihankatu 37,Тампере,Finland,FI,61.49923,23.775619,4
paximum,243729,Scandic Tampere Station,,Tampere,Finland,FI,61.498,23.77324,4
webbeds,1027258,Scandic Tampere Station,Ratapihankatu 37,TAMPERE,FINLAND,FI,61.499233,23.77562,4
dida,40927,Scandic Tampere Station,Ratapihankatu 37,Tampere,Finland,FI,61.49939,23.7747,4
expedia,4580985,Hotel Brasov,Strada 13 Decembrie 38,Brasov,Romania,RO,45.655341,25.605947,3
paximum,298383,Hotel Brasov,,Brasov,Romania,RO,45.65541,25.6057,3
webbeds,2250545,HOTEL BRASOV,"Strada 13 Decembrie 38, Bra?ov, Romania",BRASOV,ROMANIA,RO,45.65538,25.605837,3
dida,1020692,Hotel Brasov,Strada 13 Decembrie 38,Brasov,Romania,RO,45.655341,25.605947,3
expedia,898394,Heikotel - City Nord,Lauensteinstraße 15,Hamburg,Germany,DE,53.60025,10.03786,3.5
paximum,147171,Heikotel - Wiki,Lauensteinstraße 15 22307 Hamburg,Hamburg,Germany,DE,53.59953,10.03871,3
dida,323578,Heikotel - City Nord,Lauensteinstraße 15,Hamburg (and vicinity),Germany,DE,53.60025,10.03786,3.5
expedia,921658,Ibis Belo Horizonte Liberdade,"Avenida Joao Pinheiro 602, Lourdes",Belo Horizonte,Brazil,BR,-19.93039,-43.93757,3
tripcom,3717206,Ibis Belo Horizonte Liberdade,"Av. João Pinheiro, 602 - Centro",Белу-Оризонти,Brazil,BR,-19.930324,-43.937952,3
webbeds,1801098,Ibis Belo Horizonte Liberdade,Avenida Joao Pinheiro 602,BELO HORIZONTE,BRAZIL,BR,-19.930389,-43.937569,3
dida,191090,Ibis Belo Horizonte Liberdade,"Avenida Joao Pinheiro 602, Lourdes",Belo Horizonte (and vicinity),Brazil,BR,-19.93039,-43.93757,3
expedia,2243542,Woodleigh Coach House,Cheriton Bishop,Exeter,Britain (UK),GB,50.726299,-3.730274,3.5
paximum,347179,Woodleigh Coach House,,Exeter,United Kingdom,GB,50.7192,-3.50581,
webbeds,1437138,Woodleigh Coach House - Guest house,Cheriton Bishop ;,EXETER,UNITED KINGDOM,GB,50.726231,-3.7298,3
dida,72869,Woodleigh Coach House,Cheriton Bishop,Exeter,Great Britain,GB,50.726299,-3.730274,3.5
expedia,105697003,Lidos Hotel,"43-45 Belgrave Road,, Pimlico",London,Britain (UK),GB,51.490877,-0.138727,2
paximum,349787,Lidos,,London,United Kingdom,GB,51.4906,-0.1386102,2
webbeds,4280995,Lidos,43-45 Belgrave Road Victoria,LONDON,UNITED KINGDOM,GB,51.4897,-0.137189,3
dida,365558,Lidos Hotel,"43-45 Belgrave Road,, Pimlico",London (and vicinity),Great Britain,GB,51.490877,-0.138727,2
expedia,9589747,La Residenza del Golfo,"Strada delle Collacchie, Località Puntone Vecchio 22/A",Scarlino,Italy,IT,42.8942,10.786038,
expedia,565008,"Motel 6 El Paso, TX - West",7840 N Mesa St,El Paso,United States,US,31.840242,-106.572798,2
tripcom,3793027,"Motel 6 El Paso, TX - West",7840 N Mesa St,Эль-Пасо,United States,US,31.841084,-106.572725,2
paximum,444058,Motel 6 El Paso West,7840 North Mesa Street El Paso TX 79932,El Paso,USA,US,31.84106,-106.5725,2
webbeds,704925,"Motel6 El Paso, TX - West",7840 N Mesa Street,EL PASO - TX,UNITED STATES OF AMERICA,US,31.841061,-106.572456,2
dida,233843,"Motel 6 El Paso, TX - West",7840 N Mesa St,El Paso (and vicinity),Usa,US,31.840242,-106.572798,2
expedia,7994072,Hotel Zentral Mayoral,"Avenida Castilla-La Mancha, 3",Toledo,Spain,ES,39.865023,-4.020556,3
tripcom,2206044,HOTEL ZENTRAL MAYORAL TOLEDO,"Avenida Castilla La Mancha, 3",Толедо,Spain,ES,39.865086,-4.020708,3
paximum,230747,Mayoral,Avda. Castilla la Mancha 3 45003 Toledo,Toledo,Spain,ES,39.86507,-4.020782,3
webbeds,468565,HOTEL ZENTRAL MAYORAL TOLEDO,"Avenida de Castilla La Mancha, 3, 45003 Toledo, Spain",TOLEDO,SPAIN,ES,39.865349,-4.02024,3
dida,75850,Hotel Zentral Mayoral,"Avenida Castilla-La Mancha, 3",Toledo,Spain,ES,39.865023,-4.020556,3
expedia,3918563,Hotell Fängelset,Fängelsetorget 1,Vastervik,Sweden,SE,57.75555,16.64203,3
webbeds,2698565,Hotell Fängelset,Fängelsetorget 1. . 593 31. Vastervik. . SE,VASTERVIK,SWEDEN,SE,57.75555,16.642031,3
dida,323882,Hotell Fängelset,Fängelsetorget 1,Vastervik,Sweden,SE,57.75555,16.64203,3
expedia,55215204,Lalita Boutique Hotel & Spa Ninh Binh,"Tam Coc Bich Dong Center, Ninh Thang Commune",Hoa Lu,Vietnam,VN,20.216612,105.951021,3.5
tripcom,66753816,Lalita Boutique Hotel & Spa Ninh Binh,"Ninh Hai, Hoa Lu District",Nam Hoa Lu,Vietnam,VN,20.216648,105.952253,4
dida,1569687,Lalita Boutique Hotel & Spa Ninh Binh,"Tam Coc Bich Dong Center, Ninh Thang Commune",Hoa Lu,Vietnam,VN,20.216612,105.951021,3.5
expedia,22946041,OYO Hotel Clamart,Shelford Street,Scunthorpe,Britain (UK),GB,53.589516,-0.650358,3
webbeds,2626485,OYO Hotel Clamart,7 Shelford Street,SCUNTHORPE,UNITED KINGDOM,GB,53.589489,-0.65034,3
dida,923776,OYO Hotel Clamart,Shelford Street,Scunthorpe,Great Britain,GB,53.589516,-0.650358,3
expedia,7553718,Fairmont Royal Palm Marrakech,"Km 12 Route d'Amizmiz, BP 2470",Marrakech,Morocco,MA,31.513302,-8.051872,5
tripcom,11165110,Fairmont Royal Palm Marrakech,Km 12 Route D'Amizmiz,Марракеш,Morocco,MA,31.513214,-8.052152,5
paximum,282699,Royal Palm,BP 2470 KM 12 route dAmizmiz Marrakech,Marrakesch,Morocco,MA,31.5156,-8.054643,5
webbeds,1019458,FAIRMONT ROYAL PALM MARRAKECH,"Km12, Amizmiz Road, BP 2470",MARRAKECH,Марокко,MA,31.522333,-8.057317,5
dida,35326,Fairmont Royal Palm Marrakech,"Km 12 Route d'Amizmiz, BP 2470",Marrakech (and vicinity),Morocco,MA,31.513302,-8.051872,5
expedia,60,Hyatt Regency Guam,1155 Pale San Vitores Road,Tamuning,Guam,GU,13.512518,144.804349,4.5
tripcom,1570455,Hyatt Regency Guam,"1155 Pale San Vitores Road Tumon, 4206",Тамунинг,United States,US,13.51216,144.804339,5
webbeds,1086078,HYATT REGENCY GUAM,1155 Pale San Vitores Road ;,TAMUNING,GUAM,GU,13.512777,144.804947,4
dida,25898,Hyatt Regency Guam,1155 Pale San Vitores Road,Tamuning,Guam,GU,13.512518,144.804349,4.5
expedia,2739072,Palais du Desert Hôtel & Spa,Route de Jorf,Aarab Sebbah Ziz,Morocco,MA,31.42309,-4.262926,4
tripcom,3085866,Palais du Desert Hotel & Spa,Erfoud,Errachidia Province,Morocco,MA,31.422681,-4.262782,5
paximum,282117,Palais Du Desert & Spa,Route de Jorf P.O. Box 310 Erfoud,Erfoud,Morocco,MA,31.42303,-4.262899,5
webbeds,1114828,PALAIS DU DESERT HOTEL SPA,Jorf Road BP 310 ;,ERFOUD,Марокко,MA,31.423969,-4.26215,4
dida,114927,Palais du Desert Hôtel & Spa,Route de Jorf,Aarab Sebbah Ziz,Morocco,MA,31.42309,-4.262926,4
expedia,2510693,Musket Cove Island Resort & Marina,Malolo Lailai Island,Malolo Lailai Island,Fiji,FJ,-17.772303,177.194542,4
tripcom,1570587,Musket Cove Island Resort,Malolo Lailai,Маолололайлай,Fiji,FJ,-17.773848,177.195207,4
paximum,242765,Musket Cove Island Resort,Private Mail Bag NAP 0352 Nadi Airport Fiji Islands,Insel Malolo Lailai,Fiji,FJ,-17.77401,177.1977,3.5
webbeds,1652988,MUSKET COVE ISLAND RESORT MARINA,Malolo Lailai Island,MALOLO LAILAI,FIJI,FJ,-17.773569,177.195099,4
dida,51231,Musket Cove Island Resort & Marina,Malolo Lailai Island,Malolo Lailai Island,Fiji,FJ,-17.772303,177.194542,4
expedia,74289660,Hôtel Salea,"Hôtel Salea, Za les Gentelleries",Pornic,France,FR,47.111757,-2.072806,3
dida,1576457,Hôtel Salea,"Hôtel Salea, Za les Gentelleries",Pornic,France,FR,47.111757,-2.072806,3
expedia,15918408,Ocean Z Boutique Hotel,"L.G. Smith Boulevard 526, Malmok",Noord,Aruba,AW,12.593024,-70.048221,4
webbeds,2462855,Ocean Z Boutique Hotel,"LG Smith Boulevard Nro. 526 Noord Malmok Aruba, Palm-Eagle Beach, Aruba",Noord,ARUBA,AW,12.60019,-70.049797,4
dida,239067,Ocean Z Boutique Hotel,"L.G. Smith Boulevard 526, Malmok",Noord,Aruba,AW,12.593024,-70.048221,4
expedia,21353329,Bayazit Hotel,Ulucami Caddesi Cay Mahallesi No 93,Iskenderun,Turkey,TR,36.58577,36.17176,3
dida,1585370,Bayazit Hotel,Ulucami Caddesi Cay Mahallesi No 93,Iskenderun,Turkey,TR,36.58577,36.17176,3
expedia,16060005,Le Relais Vauban,4 boulevard Vauban,Abbeville,France,FR,50.10853,1.83906,
paximum,255172,Relais Vauban,4 Boulevard Vauban 80100 Abbeville,Abbeville,France,FR,50.10857,1.839027,2
dida,1635441,Le Relais Vauban,4 boulevard Vauban,Abbeville,France,FR,50.10853,1.83906,3
expedia,13329724,Royal Lotus Hotel Danang,120A Nguyen Van Thoai,Da Nang,Vietnam,VN,16.055439,108.243817,4
tripcom,4978074,Royal Lotus Hotel Danang,"120A Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn",Дананг,Vietnam,VN,16.054751,108.243493,4
webbeds,1897065,Royal Lotus Hotel Danang,120A Nguyen Van Thoai,DA NANG,VIETNAM,VN,16.05546,108.243866,4
dida,207928,Royal Lotus Hotel Danang,120A Nguyen Van Thoai,Da Nang (and vicinity),Vietnam,VN,16.055439,108.243817,4
expedia,16606391,"Royal Belize, a Muy'Ono Resort",Raggeed Caye,Royal Belize Island,Belize,BZ,16.85121,-88.13056,4
expedia,7782,Americas Best Value Inn Canton,5700 N Haggerty Rd,Canton,United States,US,42.324468,-83.447896,3
paximum,398314,Fairfield Inn Detroit West Canton,5700 North Haggerty Road Canton MI 48187,Canton,USA,US,42.32435,-83.44816,3
webbeds,2225105,"Canton, MI",5700 N Haggerty Rd,CANTON - MI,UNITED STATES OF AMERICA,US,42.32449,-83.44783,3
dida,26386,Americas Best Value Inn Canton,5700 N Haggerty Rd,Detroit (and vicinity),Usa,US,42.324468,-83.447896,3
expedia,1051530,Hotel Foscari Palace,Cannaregio 4200/1/2,Venice,Italy,IT,45.441038,12.333529,4
paximum,377909,Foscari Palace,,Venice,Italy,IT,45.44064,12.33469,4
webbeds,2426335,HOTEL FOSCARI PALACE,Cannaregio 4200/1/2 (Campo Santa Sofia) 30131 Venice Italy,VENICE,ITALY,IT,45.440491,12.334754,4
dida,291398,Hotel Foscari Palace,Cannaregio 4200/1/2,Venice (and vicinity),Italy,IT,45.441038,12.333529,4
expedia,92000111,Hostel Mundo Joven,4 República de Guatemala Centro,Mexico City,Mexico,MX,19.435288,-99.133659,2
paximum,285839,Hostel Mundo Joven Catedral,Republica de Guatemala 4 Col. Centro Historico 06020 Mexico City,Mexico City,Mexico,MX,19.4352,-99.13367,
webbeds,4977285,Hostel Mundo Joven Catedral,"Republica de Guatemala 4, Centro Historico de la Cdad. de Mexico, Centro, Cuauhtemoc, Ciudad de Mexico",MEXICO CITY,MEXICO,MX,19.435251,-99.133652,3
dida,297956,Hostel Mundo Joven,4 República de Guatemala Centro,Mexico City (and vicinity),Mexico,MX,19.435288,-99.133659,2
expedia,12811823,MaxStays Max Pavilion at The Venice Residences,"Address Provided by Property Manager, Mckinley Hill",Taguig,Philippines,PH,14.533672,121.049908,5
webbeds,3097425,Maxstays - Max Pavilion At The Venice Residences,12G Alessandro Tower,MANDALUYONG,PHILIPPINES,PH,14.533869,121.050102,5
dida,202141,MaxStays Max Pavilion at The Venice Residences,"Alessandro Tower, The Venice Luxury Residences, Mckinley Hill",Manila (and vicinity),Philippines,PH,14.533672,121.049908,5
expedia,5303130,New Grand Hotel,"46, Chilseongnam-ro 38-gil, Buk-gu",Daegu,Korea (South),KR,35.876457,128.597849,2.5
tripcom,689079,New Grand Hotel,46 Chilseongnam-ro 30-gil,Теагу,South Korea,KR,35.876078,128.597835,1
paximum,386168,Goodstay New Grand,,Daegu,"Korea, Republic of",KR,35.8764,128.5979,2
webbeds,1164358,New Grand Hotel,302207 Chilseongdong 2 Ga Bukgu,DAEGU,SOUTH KOREA,KR,35.875908,128.597733,2
dida,34181,New Grand Hotel,"46, Chilseongnam-ro 38-gil, Buk-gu",Daegu (and vicinity),South Korea,KR,35.876457,128.597849,2.5
expedia,37666699,Atour Hotel Tianyi Square Ningbo,No.81 East Zhongshan Road,Ningbo,China,CN,29.869662,121.553884,2
tripcom,6456547,Atour Hotel (Ningbo Tianyi Square),"No. 81 Zhongshan East Road (No. 12, Xianqian Street)",Нинбо,China,CN,29.879256,121.557734,4
webbeds,2402375,Atour Hotel Ningbo Tianyi Square,"No.81 Zhongshan East Road, Ningbo, Haishu Qu, Ningbo, Zhejiang, China, 315000",NINGBO,CHINA,CN,29.872997,121.551544,4
dida,572382,Atour Hotel (Ningbo Tianyi Square),"No. 81 Zhongshan East Road (No. 12, Xianqian Street)",Ningbo,China,CN,29.872931,121.551321,4
expedia,858587,Sleep Inn & Suites Stony Creek - Petersburg South,11019 Blue Star Hwy,Stony Creek,United States,US,36.96174,-77.39298,2.5
tripcom,3043929,Sleep Inn & Suites Stony Creek - Petersburg South,"11019 Blue Star Hwy Route 301 I-95, exit 33",Стони Крик,United States,US,36.974231,-77.393848,2
paximum,407649,Sleep Inn & Suites,11019 Blue Star Highway Stony Creek VA 23882,Stony Creek,USA,US,36.9742,-77.39356,3
webbeds,1303228,Sleep Inn & Suites Stony Creek - Petersburg South,11019 Blue Star Hwy.,STONY CREEK - VA,UNITED STATES OF AMERICA,US,36.974197,-77.393562,3
dida,92925,Sleep Inn & Suites Stony Creek - Petersburg South,11019 Blue Star Hwy,Emporia (and vicinity),Usa,US,36.96174,-77.39298,2.5
expedia,9095260,Holiday Inn Express & Suites Hermosillo by IHG,Blvd. Luis Donaldo Colosio 829,Hermosillo,Mexico,MX,29.082579,-111.013782,3
tripcom,3717733,Holiday Inn Express & Suites HERMOSILLO by IHG,"Blvrd Luis Donaldo Colosio 829, Col. La Rioja",Эрмосильо,Mexico,MX,29.082592,-111.013909,3
webbeds,1039835,HOLIDAY INN EXPRESS SUITES HERMOSILLO,Blvd. Luis Donaldo Colosio 829 Col. La Rioja Hermosillo,HERMOSILLO,MEXICO,MX,29.08252,-111.013924,3
dida,93161,Holiday Inn Express & Suites Hermosillo by IHG,Blvd. Luis Donaldo Colosio 829,Hermosillo,Mexico,MX,29.082579,-111.013782,3
tripcom,701742,Homeinn Selected Hotel (Xiamen University Zhongshan Road),No. 485 Siming South Road,Сямэнь,China,CN,24.450215,118.095303,3
dida,481704,Homeinn Selected Hotel (Xiamen University Zhongshan Road),No. 485 Siming South Road,Xiamen (and vicinity),China,CN,24.443901,118.088887,3
expedia,452083,Sandown Heritage Motel,433 Princes Highway,Noble Park,Australia,AU,-37.958239,145.184322,3.5
tripcom,734299,Sandown Heritage Motel,433 Princes Hwy,Нобл Парк,Australia,AU,-37.958433,145.183801,3
paximum,124588,Best Western Sandown Heritage Motel,,Melbourne,Australia,AU,-37.8223,144.978,
webbeds,215536,SANDOWN HERITAGE,433 PRINCESS HIGHWAY,NOBLE PARK - VICTORIA,AUSTRALIA,AU,-37.958424,145.183777,4
dida,14575,Sandown Heritage Motel,433 Princes Highway,Melbourne (and vicinity),Australia,AU,-37.958239,145.184322,3.5
expedia,16268591,Ikaros Hotel,18 Leocharous St.,Piraeus,Greece,GR,37.946709,23.643005,1
webbeds,5565955,Ikaros Hotel,18 Leocharous St.. . 18531. Piraeus. . GR,PIRAEUS,GREECE,GR,37.946701,23.642941,1
dida,246756,Ikaros Hotel,18 Leocharous St.,Athens (and vicinity),Greece,GR,37.946709,23.643005,1
expedia,4418240,Hotel Hagemann,Vogelhuttendeich 87,Hamburg,Germany,DE,53.516526,9.992224,
tripcom,3044652,Hotel Hagemann Hamburg Hafen,Vogelhüttendeich 87,Гамбург,Germany,DE,53.5166,9.992347,3
paximum,154098,Novum Hotel Hagemann,Vogelhüttendeich 87 21107 Hamburg,Hamburg,Germany,DE,53.51653,9.992186,3
webbeds,992235,Hotel Hagemann Hafen,Vogelhuettendeich 87,HAMBURG,GERMANY,DE,53.516567,9.992281,3
dida,19566,Hotel Hagemann,Vogelhuttendeich 87,Hamburg (and vicinity),Germany,DE,53.516526,9.992224,3
expedia,111877696,Blazing Stump Motel & Suites,4327 Anzac Parade,Wodonga,Australia,AU,-36.138598,146.91164,3
paximum,124671,Comfort Inn Blazing Stump,4327 Anzac Parade 3290 Wodonga Victoria,Wodonga,Australia,AU,-36.13937,146.9112,4
dida,112206,Blazing Stump Motel & Suites,4327 Anzac Parade,Albury (and vicinity),Australia,AU,-36.138598,146.91164,3
expedia,124641,Grand Hotel Castrocaro Longlife Formula,Via Roma 2,Castrocaro Terme,Italy,IT,44.171605,11.947462,4.5
tripcom,773065,Grand Hotel Castrocaro Longlife Formula,"Via Guglielmo Marconi, 14/16",Кастрокаро-Терме,Italy,IT,44.172777,11.948518,5
paximum,362694,Grand Hotel Terme & Spa Castrocaro,Via Roma 2 Castrocaro Terme 47011 Terra del Sole Forlì-Cesena,Castrocaro Terme,Italy,IT,44.17165,11.94764,4
webbeds,644935,GRAND HOTEL SPA TERME DI CASTROCARO,"Via Roma, 2",CASTROCARO TERME,ITALY,IT,44.171833,11.947616,4
dida,98586,Grand Hotel Castrocaro Longlife Formula,Via Roma 2,Castrocaro Terme,Italy,IT,44.171605,11.947462,4.5
expedia,6068301,Joys Palace,T.B. Road,Thrissur,India,IN,10.514119,76.213032,5
webbeds,3215415,Joys Palace,T.B. Road,THRISSUR,INDIA,IN,10.51412,76.213028,5
dida,99713,Joys Palace,T.B. Road,Thrissur,India,IN,10.514119,76.213032,5
expedia,10635349,Hotel Du Lac et Bellevue,Località Santa Cristina,Bardolino,Italy,IT,45.543245,10.724886,4
paximum,374536,Du Lac,Località Santa Cristina 37011 Bardolino Verona,Bardolino,Italy,IT,45.54281,10.72425,4
webbeds,1765818,Hotel Du Lac et Bellevue,Località Santa Cristina ;,BARDOLINO,ITALY,IT,45.543251,10.72489,4
