provider,provider_hotel_id,name,address,city,country,country_code,latitude,longitude,stars
expedia,4410857,Rodeway Inn Union,1235 S Duncan Byp,Union,United States,US,34.69988,-81.617599,2
tripcom,3067533,Rodeway Inn,1235 Duncan Bypass,Юнион,United States,US,34.69987,-81.617594,2
paximum,429428,Palmetto Inn Union,1235 Duncan Bypass Union SC 29379,Union,USA,US,34.69926,-81.6172,2
webbeds,1378438,Rodeway Inn Union,1235 S Duncan Bypass,UNION - SC,UNITED STATES OF AMERICA,US,34.699169,-81.618019,2
dida,63247,Rodeway Inn Union,1235 S Duncan Byp,Union,Usa,US,34.69988,-81.617599,2
expedia,123662997,B&B at Bloem,16 Jacobs St,Bloemfontein,South Africa,ZA,-29.118683,26.173264,3
paximum,456826,B&B at Bloem,16 Jacobs Street Universitas Bloemfontein 9301,Bloemfontein,South Africa,ZA,-29.11865,26.17314,4
expedia,4239523,Hotel Taisetsu ONSEN＆CANYON RESORT,"Sounkyo-onsen, Kamikawa-cho",Kamikawa,Japan,JP,43.725526,142.95078,3.5
paximum,385097,Taisetsu,,Kamikawa,Japan,JP,,,3
webbeds,241486,Hotel Taisetsu ONSEN&CANYON RESORT,Aza-Sounkyo Kamikawa-cho Kamikawa-gun,KAMIKAWA - HOKKAIDO PREFECTURE,JAPAN,JP,43.725742,142.950989,4
dida,181363,Hotel Taisetsu ONSEN＆CANYON RESORT,"Sounkyo-onsen, Kamikawa-cho",Asahikawa (and vicinity),Japan,JP,43.725526,142.95078,3.5
expedia,9624194,Rotary Lodge Port Macquarie,"2 Wrights Road, Port Macquarie Base Hospital",Port Macquarie,Australia,AU,-31.453085,152.8793,3
webbeds,2893875,Rotary Lodge Port Macquarie,2 Wrights Road. . 2444. Port Macquarie. NW. Australia,PORT MACQUARIE,AUSTRALIA,AU,-31.453091,152.879303,3
dida,160364,Rotary Lodge Port Macquarie,"2 Wrights Road, Port Macquarie Base Hospital",Port Macquarie (and vicinity),Australia,AU,-31.453085,152.8793,3
expedia,2911260,Comfort Inn Hebron-Lowell Area,"3550 E 181st Ave, Exit 240 I 65 Lowell Exit",Hebron,United States,US,41.291637,-87.2922,2.5
tripcom,3084732,Comfort Inn Hebron-Lowell Area,"3550 E 181st Ave, Hebron",Игл Крик Тауншип,United States,US,41.291974,-87.292555,2
paximum,429097,Comfort Inn Hebron,,Hebron,USA,US,,,
webbeds,1997875,Comfort Inn Hebron-Lowell Area,3550 E 181St Ave Exit 240 I 65 Lowell Exit,HEBRON - IN,UNITED STATES OF AMERICA,US,41.291965,-87.292648,3
dida,155607,Comfort Inn Hebron-Lowell Area,"3550 E 181st Ave, Exit 240 I 65 Lowell Exit",Hebron,Usa,US,41.291637,-87.2922,2.5
expedia,22110846,Djidjack,"BP 02, Campement Hotel Djidjack",Fatick,Senegal,SN,14.024384,-16.767823,2.5
expedia,96441306,Borgo Giusto Tuscany,località soccolognora 6,Borgo a Mozzano,Italy,IT,43.948163,10.467999,
paximum,366991,Borgo Giusto,"Loc. Partigliano 55023 Borgo a Mozzano Lucca, Toskana",Borgo a Mozzano,Italy,IT,43.94802,10.46786,3
webbeds,1957045,Borgo Giusto Tuscany,Loc. Partigliano (LU),LUCCA,ITALY,IT,43.947952,10.467976,3
dida,1030590,Borgo Giusto,"Via Soccolognora, 6 BORGO A MOZZANO ESO 55023 Italy, Borgo a Mozzano, Tuscany, Italy",Borgo a Mozzano,Italy,IT,43.947874,10.467934,
expedia,83744,The Commodore Hotel,"Portswood Road, Portswood Square, V and A Waterfront",Cape Town,South Africa,ZA,-33.906201,18.41702,4
tripcom,741235,The Commodore Hotel,"Portswood Rd, Victoria & Alfred Waterfront",Кейптаун,South Africa,ZA,-33.906211,18.417072,4
paximum,455314,The Commodore,Portwood Road Portswood Square V & A Waterfront Cape Town,Cape Town,South Africa,ZA,-33.90619,18.417,4
webbeds,915495,The Commodore Hotel,Portswood Road,CAPE TOWN CBD,SOUTH AFRICA,ZA,-33.906067,18.416887,4
dida,57938,The Commodore Hotel,"Portswood Road, Portswood Square, V and A Waterfront",Cape Town (and vicinity),South Africa,ZA,-33.906201,18.41702,4
expedia,32688900,Hotel Edelweiss,"Carretera de Baqueira, 13, Arties",Naut Aran,Spain,ES,42.701488,0.873096,2
paximum,240593,Edelweiss Arties,Ctra. de Baqueira s/n 25599 Arties Val d´Aran,Arties,Spain,ES,42.70145,0.873032,2
expedia,12957342,Yundeng Group,"No. 136, Disan Farm",Fanlu,Taiwan,TW,23.465788,120.538966,4.5
webbeds,2166115,Yundeng Landscape Hotel,"No. 136 Fanlu Township, Chiayi County",CHIAYI,TAIWAN,TW,23.465788,120.538963,5
dida,204697,Yundeng Group,"No. 136, Disan Farm",Chiayi (and vicinity),Taiwan,TW,23.465788,120.538966,4.5
expedia,1779789,The Churchill Hotel,65 Bootham,York,Britain (UK),GB,53.965494,-1.090125,4
tripcom,2506220,The Churchill Hotel,65 Bootham,Йорк,United Kingdom,GB,53.965757,-1.089805,4
paximum,341062,The Churchill,65 Bootham York YO30 7DQ,York,United Kingdom,GB,53.96566,-1.089723,3
webbeds,1103338,The Churchill Hotel,65 Bootham ;,YORK,UNITED KINGDOM,GB,53.965458,-1.089845,4
dida,38467,The Churchill Hotel,65 Bootham,York,Great Britain,GB,53.965494,-1.090125,4
expedia,2305694,MUR Hotel Neptuno Gran Canaria - Adults Only,"Av. 8 de Marzo, 29, 35100",San Bartolome de Tirajana,Spain,ES,27.759514,-15.576327,4
tripcom,3326823,Mur Neptuno Gran Canaria - Adults Only,"Av. 8 de Marzo, 29",Плайя-дель-Инглес,Spain,ES,27.759513,-15.576326,4
paximum,226423,Neptuno,Avenida Alféceres Provisionales 29 35100 Playa del Inglés Gran Canaria,Playa del Ingles,Spain,ES,27.75944,-15.57635,4
webbeds,416785,MUR Hotel Neptuno,Avenida Alfereces Provisionales,PLAYA DEL INGLES,SPAIN,ES,27.75934,-15.57561,4
dida,28213,MUR Hotel Neptuno Gran Canaria - Adults Only,"Av. 8 de Marzo, 29, 35100",San Bartolome de Tirajana,Spain,ES,27.759514,-15.576327,4
expedia,9679840,Sanyo-so,270 Mamanoue,Izunokuni,Japan,JP,35.03977,138.93435,4
tripcom,4351134,Sanyo-so,Mamamoue 270,Идзунокуни,Japan,JP,35.039038,138.934288,5
webbeds,3741995,Sanyo-So,270 Mamanoue. . 410-2204. Izunokuni. . JP,IZUNOKUNI - SHIZUOKA PREFECTURE,JAPAN,JP,35.03933,138.934738,4
dida,2350122,Izu Nagaoka Onsen Sanyoso Prince Hotels & Resorts,"270 Mamanoue, Izunokuni-shi",Izunokuni,Japan,JP,35.03919982910156,138.93345642089844,4
expedia,905723,Magnolia Court Boutique Hotel Melbourne,101 Powlett Street,East Melbourne,Australia,AU,-37.813383,144.98562,3
paximum,129012,Magnolia Court Boutique,101 Powlett Street East Melbourne 3002 Victoria,Melbourne,Australia,AU,-37.81336,144.9854,3
expedia,860330,"Hampton Inn & Suites Port St. Lucie, West",155 SW Peacock Blvd,Port Saint Lucie,United States,US,27.309583,-80.407944,2.5
tripcom,2254993,Hampton Inn & Suites Port St. Lucie-West,155 SW Peacock Blvd,Порт-Сент-Люси,United States,US,27.309605,-80.40794,2
paximum,399563,Hampton Inn & Suites Port St. Lucie West,155 S.W. Peacock Boulevard Port Saint Lucie Florida 34986,Port St. Lucie,USA,US,27.30959,-80.4077,2
webbeds,168426,Hampton Inn And Suites Port St. Lucie West,155 S.W. Peacock Boulevard,PORT SAINT LUCIE - FL,UNITED STATES OF AMERICA,US,27.309502,-80.407501,3
dida,55509,"Hampton Inn & Suites Port St. Lucie, West",155 SW Peacock Blvd,Vero Beach (and vicinity),Usa,US,27.309583,-80.407944,2.5
expedia,15451738,Guesthouse OC,"Funatsu 3713-13, Minamitsurugun",Fujikawaguchiko,Japan,JP,35.499484,138.769244,2.5
webbeds,3697745,Guesthouse Orange Cabin,Funatsu 3713-13,Fujikawaguchiko,JAPAN,JP,35.499401,138.769257,3
dida,227362,Guesthouse OC,"Funatsu 3713-13, Minamitsurugun",Kofu (and vicinity),Japan,JP,35.499484,138.769244,2.5
expedia,5244355,"Bluegreen Vacations Big Bear Village, an Ascend Collection Resort",40671 Village Dr,Big Bear Lake,United States,US,34.23958,-116.915582,4
paximum,429245,The Club At Big Bear Village,,Big Bear Lake,USA,US,34.24008,-116.915,3
webbeds,1386318,"Bluegreen Vacations Big Bear Village, an Ascend Collection Resort",40671 Village Drive,BIG BEAR LAKE - CA,UNITED STATES OF AMERICA,US,34.239208,-116.915375,4
dida,39566,"Bluegreen Vacations Big Bear Village, an Ascend Collection Resort",40671 Village Dr,Big Bear Lake (and vicinity),Usa,US,34.23958,-116.915582,4
expedia,7725289,Dulcis Inn Pantheon,Via Della Scrofa 41,Rome,Italy,IT,41.901461,12.47497,
tripcom,3723539,Dulcis in Pantheon,"Via della Scrofa, 41",Рим,Italy,IT,41.901379,12.475028,3
webbeds,2933245,DULCIS INN PANTHEON,Via della Scrofa 41,ROME,ITALY,IT,41.901379,12.475028,2
dida,151158,Dulcis Inn Pantheon,Via Della Scrofa 41,Rome (and vicinity),Italy,IT,41.901461,12.47497,4
expedia,34200262,Quinta Camarena,"Cercal do Alentejo, Vale de Santa Maria",Santiago do Cacém,Portugal,PT,37.799546,-8.673552,3
tripcom,108624515,Tsukino Hotel,1 Chome-10-20 Saiwaicho,Саката,Japan,JP,38.920874,139.845407,3
paximum,382917,Tokyu Inn - geschlossen,,Sakata,Japan,JP,38.92075,139.8444,
webbeds,5893545,Tsukino Hotel,"1-10-20 Saiwaicho, Sakata",SAKATA - YAMAGATA,JAPAN,JP,38.920876,139.845413,3
dida,2214881,Tsukino Hotel,1 Chome-10-20 Saiwaicho,Tsuruoka (and vicinity),Japan,JP,38.920875549316406,139.8454132080078,3
expedia,9641588,Lavanta Hotel,"Istiklal Cad. Süslü Saksi Sokak No: 17, Beyoglu",Istanbul,Turkey,TR,41.036168,28.980401,
webbeds,2191805,LAVANTA HOTEL,"Istiklal Caddesi Sehit Muhtar Mah. Suslu Saksi Sokak No:17 Taksim Beyoglu, Beyoglu, ?stanbul, Turkey",ISTANBUL,TURKEY,TR,41.036114,28.980412,3
dida,151829,Lavanta Hotel,"Istiklal Cad. Süslü Saksi Sokak No: 17, Beyoglu",Istanbul (and vicinity),Turkey,TR,41.036168,28.980401,2.5
expedia,565532,ibis Styles Arles Palais des Congrès,"1 Avenue de la Premiere, Division Francaise Libre",Arles,France,FR,43.671096,4.618779,3
webbeds,182716,Ibis Styles Arles Palais Des Congres,Avenue de la Premiere Division Française Libre,ARLES,Франция,FR,43.671391,4.61844,3
dida,69713,ibis Styles Arles Palais des Congrès,"1 Avenue de la Premiere, Division Francaise Libre",Arles (and vicinity),France,FR,43.671096,4.618779,3
expedia,11840406,Corrie Chalet Pantai Cenang Langkawi,Pantai Tengah,Langkawi,Malaysia,MY,6.284923,99.72871,2
tripcom,699997,Corrie Chalet Pantai Cenang Langkawi,Jalan Pantai Tengah,Лангкави,Malaysia,MY,6.280768,99.73005,3
webbeds,3121305,Corrie Chalet Langkawi,Pantai Tengah Mukim Kedawang,LANGKAWI,MALAYSIA,MY,6.280768,99.730049,2
dida,191778,Corrie Chalet Pantai Cenang Langkawi,Pantai Tengah,Langkawi,Malaysia,MY,6.284923,99.72871,2
expedia,8799419,Andong Park Hotel,"707, Gyeongdong-ro",Andong,Korea (South),KR,36.564017,128.735061,3
tripcom,3722352,Goodstay Andong Park Hotel,707 Gyeongdong-ro,Андон,South Korea,KR,36.563873,128.735131,2
webbeds,1704498,Andong Park Hotel,"707, Gyeongdong-ro ;",ANDONG,SOUTH KOREA,KR,36.56358,128.735474,3
dida,459037,Andong Park Hotel,"707, Gyeongdong-ro",Andong,South Korea,KR,36.564017,128.735061,3
expedia,17233731,Payidar Otel,"Yüzevler Mahallesi Hikmet Akinci, Pasa Sokak No. 2, Yaliboyu",Amasya,Turkey,TR,40.651076,35.829397,
webbeds,5137495,Beyoglu Hotel,Yüzevler Mahallesi Hikmet Akinci,AMASYA,TURKEY,TR,40.651009,35.829533,3
dida,257215,Payidar Otel,"Yüzevler Mahallesi Hikmet Akinci, Pasa Sokak No. 2, Yaliboyu",Amasya,Turkey,TR,40.651076,35.829397,
expedia,6226767,Hilton Garden Inn Lincoln Downtown/Haymarket,801 R Street,Lincoln,United States,US,40.816583,-96.709643,3
tripcom,2651872,Hilton Garden Inn Lincoln Downtown/Haymarket,801 R St,Линкольн,United States,US,40.816469,-96.709347,3
paximum,433914,Hilton Garden Inn Lincoln Downtown / Haymarket,,Lincoln,USA,US,40.81689,-96.70981,
webbeds,1396148,Hilton Garden Inn Lincoln Downtown/Haymarket,801 R Street ;,LINCOLN - NE,UNITED STATES OF AMERICA,US,40.816566,-96.709625,3
dida,74331,Hilton Garden Inn Lincoln Downtown/Haymarket,801 R Street,Lincoln (and vicinity),Usa,US,40.816583,-96.709643,3
expedia,20942381,Hôtel Aquatel,"Rue du Vélodrome, 15",Dinant,Belgium,BE,50.23659,4.90573,2
paximum,131797,Aquatel,Rue du Vélodrome 15 5500 Dinant,Dinant,Belgium,BE,50.23732,4.906311,1
dida,926475,Hôtel Aquatel,"Rue du Vélodrome, 15",Dinant,Belgium,BE,50.23659,4.90573,2
expedia,2038503,Hotel Tropicana - Near Olas Altas Street,Amapas #214 Col.,Puerto Vallarta,Mexico,MX,20.598567,-105.238562,3
tripcom,9026653,Tropicana Hotel Puerto Vallarta,"214, Zona Romántica, PlayaLos Muertos",Пуэрто-Вальярта,Mexico,MX,20.598447,-105.238482,3
paximum,284282,Tropicana,Calle Amapas 214 Col. Emiliano Zapata 48380 Puerto Vallarta Jalisco,Puerto Vallarta,Mexico,MX,20.59844,-105.2383,4
webbeds,552075,Hotel Tropicana Vallarta,Amapas 214 Playa Los Muertos,PUERTO VALLARTA,MEXICO,MX,20.598446,-105.23848,3
dida,34413,Tropicana Hotel Puerto Vallarta,Amapas 214 PlayaLos Muertos,Puerto Vallarta (and vicinity),Mexico,MX,20.598567,-105.238562,3
expedia,1748180,Mercure Bergamo Aeroporto,Via Arrigo Boito 12,Stezzano,Italy,IT,45.651176,9.631867,4
tripcom,2131484,Mercure Bergamo Airport,"Via Boito, 12",Стеццано,Italy,IT,45.651154,9.631751,4
paximum,362846,Mercure Bergamo Aeroporto,Via Arrigo Boito 12 24040 Stezzano Bergamo,Stezzano,Italy,IT,45.65096,9.631828,4
webbeds,913995,Mercure Bergamo Aeroporto,Via Arrigo Boito 12,BERGAMO,ITALY,IT,45.650871,9.63214,4
dida,89496,Mercure Bergamo Aeroporto,Via Arrigo Boito 12,Bergamo (and vicinity),Italy,IT,45.651176,9.631867,4
expedia,9845022,Corazon de Jade Tulum Downtown,"Avenida Tulum, entre Acuario Sur y Júpiter Sur",Tulum,Mexico,MX,20.210505,-87.464992,2.5
webbeds,5403045,Corazon de Jade Tulum,"Avenida Tulum entre Acuario sur y Jupiter Sur,",TULUM,MEXICO,MX,20.209787,-87.4664,3
expedia,1589104,Campanile NATURE - Vierzon,ZAC Du Pole D'Echanges Route De Bourges,Vierzon,France,FR,47.214897,2.111242,3
tripcom,714945,Campanile NATURE - Vierzon,Rte de Bourges,Вьерзон,France,FR,47.214396,2.120073,3
paximum,250186,Campanile Vierzon,,Vierzon,France,FR,47.21493,2.111165,2
webbeds,905575,CAMPANILE VIERZON,ZAC DU POLE D'ECHANGES ROUTE DE BOURGES 18100 Vierzon,VIERZON,Франция,FR,47.215,2.111,3
dida,81740,Campanile NATURE - Vierzon,ZAC Du Pole D'Echanges Route De Bourges,Vierzon,France,FR,47.214897,2.111242,3
expedia,93237721,HOTEL BELVEDERE,"VIA RESISTENZA,22",Canicatti,Italy,IT,37.360176,13.856991,
dida,1898494,HOTEL BELVEDERE,"VIA RESISTENZA,22",Canicatti,Italy,IT,37.360176,13.856991,3
expedia,76547008,OYO 859 City Stay Inns Pasong Tamo,"4131, Makati City 1205, Macy Mansion, Ponte Street, Santa Cruz",Makati,Philippines,PH,14.568885,121.015599,2
dida,1604615,OYO 859 City Stay Inns Pasong Tamo,"4131, Makati City 1205, Macy Mansion, Ponte Street, Santa Cruz",Manila (and vicinity),Philippines,PH,14.568885,121.015599,2
expedia,9650708,"The Saint Hotel Key West, Autograph Collection, Adult Only",417 Eaton Street,Key West,United States,US,24.556578,-81.80413,3.5
tripcom,3637751,"The Saint Hotel Key West, Autograph Collection",417 Eaton St,Ки-Уэст,United States,US,24.556793,-81.804228,4
webbeds,1726858,The Saint Hotel Key West Autograph Collection,417 Eaton Street,KEY WEST - FL,UNITED STATES OF AMERICA,US,24.55658,-81.804131,4
dida,114411,"The Saint Hotel Key West, Autograph Collection, Adult Only",417 Eaton Street,Key West,Usa,US,24.556578,-81.80413,3.5
expedia,24192,Residence Inn by Marriott Bakersfield,4241 Chester Ln,Bakersfield,United States,US,35.36865,-119.04773,3
tripcom,2270197,Residence Inn Bakersfield,4241 Chester Ln,Бейкерсфилд,United States,US,35.368946,-119.047259,3
paximum,445552,Residence Inn Bakersfield,4241 Chester Lane Bakersfield CA 93309,Bakersfield,USA,US,35.36883,-119.0475,3
webbeds,1271588,Residence Inn by Marriott Bakersfield,4241 Chester Ln ;,BAKERSFIELD - CA,UNITED STATES OF AMERICA,US,35.368649,-119.047729,3
dida,69311,Residence Inn by Marriott Bakersfield,4241 Chester Ln,Bakersfield (and vicinity),Usa,US,35.36865,-119.04773,3
expedia,915416,Hotel Il Convento,Via Speranzella 137/a,Naples,Italy,IT,40.840601,14.247688,3
tripcom,2496575,Hotel Il Convento,"Via Speranzella, 137/a",Неаполь,Italy,IT,40.84053,14.247646,3
paximum,362054,Il Convento,"Via Speranzella, 137/A 80134 Napoli",Naples,Italy,IT,40.84051,14.2477,3
webbeds,560315,Hotel il Convento,Via Speranzella 137a,NAPLES,ITALY,IT,40.840752,14.247661,3
dida,180050,Hotel Il Convento,Via Speranzella 137/a,Naples (and vicinity),Italy,IT,40.840601,14.247688,3
expedia,8470288,Lake View Condominium Superior,"Superior bldg.1 floor 17C Blond Street, T.Bangpood",Pak Kret,Thailand,TH,13.923389,100.536694,2
webbeds,3554335,Lake View Condominium Superior,Superior bldg.1 floor 17C Blond Street,BANGKOK,THAILAND,TH,13.91034,100.553307,2
dida,3171,Lake View Condominium Superior,"Superior bldg.1 floor 17C Blond Street, T.Bangpood",Bangkok (and vicinity),Thailand,TH,13.923389,100.536694,2
expedia,12497456,Corfu Dream Fani,"Ypsos, Pyrgi",Corfu,Greece,GR,39.70455,19.8353,
paximum,267451,Corfu Dream Fani,Agios Markos Ypsos 49083 Corfu,Ypsos,Greece,GR,39.70989,19.82413,
webbeds,1837928,Corfu Dream Fani,Ypsos ; Pyrgi,CORFU,GREECE,GR,39.704552,19.8353,2
expedia,94943997,Appartements Sulzer - TOP 31,Kitzsteinhornstraße 32,Zell am See,Austria,AT,47.299486,12.795614,2
paximum,111260,Sulzer,Kitzsteinhornstraße 32 5700 Zell am See,Zell am See,Austria,AT,47.29941,12.79575,3
expedia,2217787,Days Inn by Wyndham Chula Vista/San Diego,394 Broadway,Chula Vista,United States,US,32.634866,-117.091003,2
tripcom,3672128,Days Inn by Wyndham Chula Vista/San Diego,394 Broadway,Чула-Виста,United States,US,32.634771,-117.091571,2
paximum,401555,Travel Inn Chula Vista,394 Broadway Chula Vista CA 91910,Chula Vista,USA,US,32.63464,-117.0911,2
webbeds,331205,Days Inn by Wyndham Chula Vista/San Diego,394 Broadway,CHULA VISTA - CA,UNITED STATES OF AMERICA,US,32.634609,-117.090897,3
dida,2668,Days Inn by Wyndham Chula Vista/San Diego,394 Broadway,Chula Vista,Usa,US,32.634866,-117.091003,2
expedia,2709833,Tulip Hotel,98-100 Hornby Road,Blackpool,Britain (UK),GB,53.814588,-3.046948,3
paximum,344616,Highbank Hotel,98-100 Hornby Road Blackpool Lancashire FY1 4QS,Blackpool,United Kingdom,GB,53.81467,-3.04721,2
webbeds,1654528,Tulip Hotel,98-100 Hornby Road ;,BLACKPOOL,UNITED KINGDOM,GB,53.81459,-3.04695,3
dida,148673,Tulip Hotel,98-100 Hornby Road,Blackpool,Great Britain,GB,53.814588,-3.046948,3
expedia,26523955,Your Saint Land Service Apartment,"1145 Jiangning Rd, Putuo District",Shanghai,China,CN,31.24314,121.4443,3
expedia,111058507,The Gateway Hotel,Crook Rd,Kendal,Britain (UK),GB,54.345343,-2.777112,2.5
dida,171896,The Gateway Inn,Crook Road,Kendal,Great Britain,GB,54.34501647949219,-2.7767410278320312,3
expedia,5532851,ibis Styles Nivelles,Avenue Paul Henry Spaak,Nivelles,Belgium,BE,50.618946,4.327928,3
tripcom,2548906,Ibis Styles Nivelles,Av. Paul Henry Spaak 3,Нивель,Belgium,BE,50.619058,4.32731,3
paximum,132092,Ibis Styles Nivelles,Avenue Paul Henry Spaak 1400 Nivelles,Nivelles,Belgium,BE,50.61905,4.32806,3
webbeds,1073168,IBIS STYLES NIVELLES,"Avenue Paul Henry Spaak,1400 NIVELLES",NIVELLES,BELGIUM,BE,50.619038,4.327693,3
dida,396027,ibis Styles Nivelles,Avenue Paul Henry Spaak,Nivelles,Belgium,BE,50.618946,4.327928,3
expedia,3016,Comfort Inn Conference Center Pittsburgh Penn Hills,699 Rodi Road,Pittsburgh,United States,US,40.443204,-79.826584,2.5
tripcom,3288953,Comfort Inn Conference Center,"699 Rodi Rd, Pittsburgh",Уилкинс Тауншип,United States,US,40.443041,-79.826353,2
paximum,403868,Comfort Inn Conference Center,,Pittsburgh,USA,US,40.4451,-80.0249,3
webbeds,755605,Comfort Inn Conference Center Pittsburgh Penn Hills,699 Rodi Road,PITTSBURGH - PA,UNITED STATES OF AMERICA,US,40.443005,-79.826347,3
dida,29102,Comfort Inn Conference Center Pittsburgh Penn Hills,699 Rodi Road,Pittsburgh (and vicinity),Usa,US,40.443204,-79.826584,2.5
expedia,1797846,Saint Constantin Hotel,Kanari 45,Kos,Greece,GR,36.899213,27.283607,
tripcom,7830714,Saint Constantine Hotel,Kanari 45,Кос,Greece,GR,36.899215,27.283606,3
paximum,261777,St. Constantin,45 Kanari str. 85300 Kos Town Kos - Greece,Kos Town,Greece,GR,36.89919,27.28379,3
webbeds,416275,Saint Constantine Hotel,"Kanari 45, Kos 853 00, Greece",KOS,GREECE,GR,36.899212,27.28364,3
dida,2179988,Saint Constantine Hotel,"45, Kanari str.",Kos,Greece,GR,36.89921188354492,27.283720016479492,3
expedia,898565,Best Western Crequi Lyon Part Dieu,37 Rue De Bonnel,Lyon,France,FR,45.761867,4.846837,4
tripcom,2123377,Best Western Crequi Lyon Part Dieu,37 Rue de Bonnel,Лион,France,FR,45.76187,4.84684,4
paximum,245837,Best Western Crequi Lyon Part Dieu,37 Rue De Bonnel Lyon 69003,Lyon,France,FR,45.76184,4.846717,3
webbeds,191486,Best Western Crequi Lyon Part Dieu,37 RUE DE BONNEL,LYON,Франция,FR,45.761822,4.846829,4
dida,43761,Best Western Crequi Lyon Part Dieu,37 Rue De Bonnel,Lyon (and vicinity),France,FR,45.761867,4.846837,4
expedia,9363,Hampton Inn Brooksville Dade,30301 Cortez Blvd,Brooksville,United States,US,28.524263,-82.240578,2.5
tripcom,2105650,Hampton Inn Brooksville,30301 Cortez Blvd,Бруксвилл,United States,US,28.524265,-82.240596,2
paximum,399123,Hampton Inn Brooksville Dade City,30301 Cortez Boulevard Brooksville Florida 34602,Brooksville,USA,US,28.52403,-82.24055,3
webbeds,151986,Hampton Inn Brooksville-Dade City,30301 Cortez Blvd.,BROOKSVILLE - FL,UNITED STATES OF AMERICA,US,28.523809,-82.240501,3
dida,96242,Hampton Inn Brooksville Dade,30301 Cortez Blvd,Port Richey (and vicinity),Usa,US,28.524263,-82.240578,2.5
expedia,53884231,Rooms Lovrijenac,Sv. Durda 4,Dubrovnik,Croatia,HR,42.641613,18.105741,3.5
expedia,22281527,Hotel Astoria Tivat,"Obala maršala Tita, 7",Tivat,Montenegro,ME,42.42983,18.696,4
webbeds,4251385,HOTEL PALLADIUM,Obala Marsala Tita 15,PETROVAC,MONTENEGRO,ME,42.429634,18.696369,4
dida,841253,Hotel Astoria Tivat,"Obala maršala Tita, 7",Tivat,Montenegro,ME,42.42983,18.696,4
expedia,7831449,Albergo Panorama,"Via Giovanni Livraghi, 1",Bologna,Italy,IT,44.49512,11.339649,1
webbeds,2913355,Albergo Panorama,Via Giovanni Livraghi 1. . 40121. Bologna. . IT,BOLOGNA,ITALY,IT,44.495121,11.33965,1
dida,323548,Albergo Panorama,"Via Giovanni Livraghi, 1",Bologna,Italy,IT,44.49512,11.339649,1
expedia,4127406,Armidale Cottages Bed & Breakfast,"29 High Seaton, Seaton",Workington,Britain (UK),GB,54.664522,-3.520131,3
paximum,346286,Armidale Cottages Bed & Breakfast,29 High Street Workington Cumbria CA14 4ET,Workington,United Kingdom,GB,54.63825,-3.53781,
webbeds,1133568,Armidale Cottages Bed & Breakfast,29 High Seaton ;,WORKINGTON,UNITED KINGDOM,GB,54.664299,-3.519184,3
expedia,15069,La Quinta Inn & Suites by Wyndham Danbury,116 Newtown Road,Danbury,United States,US,41.417151,-73.406653,3
tripcom,2880009,La Quinta Inn & Suites by Wyndham Danbury,116 Newtown Rd,Данбери,United States,US,41.417217,-73.406464,2
paximum,401444,La Quinta Inn & Suites,,Danbury,USA,US,41.41525,-73.40811,3
webbeds,1420978,La Quinta Inn & Suites by Wyndham Danbury,116 Newton Road,DANBURY - CT,UNITED STATES OF AMERICA,US,41.417122,-73.406601,3
dida,68963,La Quinta Inn & Suites by Wyndham Danbury,116 Newtown Road,Danbury (and vicinity),Usa,US,41.417151,-73.406653,3
expedia,11681055,Selenium Hotel,"Yali Mahallesi 1056 Sokak, Yeni Karakol Karsisi",Manavgat,Turkey,TR,36.781333,31.395304,
tripcom,3119613,Selenium Hotel,"Side, 1056. Sk",Манавгат,Türkiye,TR,36.781435,31.39557,3
paximum,102732,Selenium,Yali Mah. 1056 Sokak Yeni Karakol Karsisi 07300 Side,Side,Turkey,TR,36.78119,31.39559,3
webbeds,628205,Selenium Hotel,Yali Mah 1056,SIDE,TURKEY,TR,36.781429,31.395229,3
dida,988876,Selenium Hotel,"Yali Mahallesi 1056 Sokak, Yeni Karakol Karsisi",Antalya (region),Turkey,TR,36.781333,31.395304,
expedia,112018543,H. Glorieta,"Bolivar 128, Sucre",Sucre,Bolivia,BO,-19.045836,-65.255514,3
dida,2313413,H. Glorieta,"Bolivar 128, Sucre",Sucre,Bolivia,BO,-19.045836,-65.255514,3
expedia,22955767,Grace Point Resort Hotel,"Kananga Close, Off Yoaunde Street, Wuse Zone 6",Abuja,Nigeria,NG,9.06001,7.47448,3
dida,952599,Grace Point Resort Hotel,"Kananga Close, Off Yoaunde Street, Wuse Zone 6",Abuja,Nigeria,NG,9.06001,7.47448,3
expedia,4548746,Résidence Vacances Bleues les Jardins d'Arvor,3 Avenue de la Mer,Benodet,France,FR,47.873518,-4.105062,4
tripcom,4372597,Résidence Vacances Bleues les Jardins d'Arvor,"3, avenue de la mer",Беноде,France,FR,47.872497,-4.104757,4
paximum,252292,Les Jardin d'Arvor,,Benodet,France,FR,47.87376,-4.105123,3
webbeds,2018625,RESIDENCE LES JARDINS D ARVOR,"3 Av. de la Mer, 29950 Bénodet, France",BENODET,Франция,FR,47.873356,-4.105199,4
dida,1077079,Résidence Vacances Bleues les Jardins d'Arvor,3 Avenue de la Mer,Benodet,France,FR,47.873518,-4.105062,4
expedia,6431044,Coliseum Ocean Resort,416 East Miami Ave,Wildwood Crest,United States,US,38.965223,-74.839844,2.5
paximum,435419,Coliseum Ocean Resort,,Wildwood Crest,USA,US,38.9676,-74.8382,
